	title	url	content	summary	author	time	resource	pdf
786	National Polices Targeting the Youth in Tunisia	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/national_polices_targeting_the_youth_in_tunisia		SAHWA Policy Paper nº. 11	Center of Arab Woman for Training and Research (CAWTAR)	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/65619/2012786/version/3/file/Policy%20Papers_National%20policies%20targeting.png
787	The Recruitment of Youth Political Elites During Transformations in Central and Eastern Europe and Arab Mediterranean Countries: A Comparative Approach	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/the_recruitment_of_youth_political_elites_during_transformations_in_central_and_eastern_europe_and_arab_mediterranean_countries_a_comparative_approach		SAHWA Scientific Paper nº. 1 (2016)	Siyka Kovacheva, Plamen Nanov and Stanimir Kabaivanov, University of Plovdiv, Bulgaria	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/65616/2012684/version/4/file/SAHWA_Scientific_Paper_Comparative%20Youth%20Elite_PLOVDIV.pdf
788	Re-conceptualizing Orders in the MENA Region the Analytical Framework of the MENARA Project	https://www.cidob.org/en/publications/publication_series/project_papers/menara_papers/methodology_and_concept_papers/re_conceptualizing_orders_in_the_mena_region_the_analytical_framework_of_the_menara_project		MENARA Methodology and Cocept Papers	Eduard Soler i Lecha (coordinator), Jordi Quero, CIDOB and Silvia Colombo, Lorenzo Kamel (IAI)	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/65463/2009176/version/10/file/MENARA%20Concep%20paper%201_16.pdf
789	The future of EU-Turkey relations: between mutual distrust and interdependency	https://www.cidob.org/en/publications/publication_series/project_papers/feuture/the_future_of_eu_turkey_relations_between_mutual_distrust_and_interdependency		FEUTURE Online Paper No. 1 (2016)	Bilge Yabancı	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/75412/2427797/version/3/file/FEUTURE%20Online%20Paper%20No.%201.%20The%20future%20of%20EU%20turkey%20relations.%20between%20mutual%20distrust%20and%20interdependency.pdf
790	Towards more Inclusive Youth Engagement in Arab Mediterranean Countries	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_report/towards_more_inclusive_youth_engagement_in_arab_mediterranean_countries		SAHWA Policy Report, nº. 3	Sofia Laine, Bruno Lefort, Henri Onodera, Karim Maïche and Martta Myllylä,  Finnish Youth Research Network	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/65343/2007307/version/12/file/SAHWA%20Policy%20report.%20Towards%20more%20inclusive.pdf
791	Youth in Algeria: Actors, policies and Impact of International Cooperation	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/youth_in_algeria_actors_policies_and_impact_of_international_cooperation		SAHWA Policy Paper nº. 13	Mustapha Omrane, Centre de Recherche en Economie Appliquée pour le Développement 	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65869/2017906/version/3/file/SAHWA_PolicyPaper_%20Youth%20in%20Algeria.%20Actors%2C%20policies%20and%20Impact.pdf
792	 European Public Policies for Ender Equality in the Arab Mediterranean Region	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/european_public_policies_for_ender_equality_in_the_arab_mediterranean_region		SAHWA Policy Paper	Paola Rivetti, Dublin City University, Daniela Cherubini and Carmen Leccardi, University of Milano-Bicocca 	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65868/2017872/version/3/file/SAHWA_PolicyPaper_%20European%20public%20policies%20for%20gender%20equality.pdf
793	Más externalización del control migratorio	https://www.cidob.org/en/publications/publication_series/opinion/migraciones/mas_externalizacion_del_control_migratorio		*	Blanca Garcés Mascareñas, investigadora sénior, CIDOB	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65593/2011969/version/20/file/450_OPINION_BLANCA%20GARC%C3%89S_CAST.pdf
794	«The Year of the Refugees». Anuario CIDOB de la Inmigración 2015-2016 (new time)	https://www.cidob.org/en/publications/publication_series/anuario_cidob_de_la_inmigracion/the_year_of_the_refugees_anuario_cidob_de_la_inmigracion_2015_2016_new_time		E-ISSN	20€	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65576/2015092/version/44/file/ANUARI%20MIGRACIONS%202015.pdf
795	Business as Usual is no Longer an Option with Turkey	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/business_as_usual_is_no_longer_an_option_with_turkey		wait and see”	Eduard Soler i Lecha, Senior Research Fellow, CIDOB and Member of the FEUTURE Project	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65547/2010913/version/9/file/448_OPINION_EDUARD%20SOLER_ANG.pdf
796	Will Fillon Change French Policy on Russia and the Middle East?	https://www.cidob.org/en/publications/publication_series/opinion/europa/will_fillon_change_french_policy_on_russia_and_the_middle_east		 	Francis Ghilès, Associate Senior Researcher, CIDOB	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/65541/2010767/version/3/file/447_OPINION_FRANCIS%20GHILES_ANG.pdf
797	Youth Politics in Lebanon. A Call for Citizen Empowerment	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/youth_politics_in_lebanon_a_call_for_citizen_empowerment		SAHWA Policy Paper  nº.  9	Tamirace Fakhoury, Assistant Professor of Political Science, Lebanese American University 	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/65617/2012718/version/4/file/SAHWA_PolicyPaper_%20Youth%20politics%20in%20Lebanon.pdf
798	Egyptian Youth: National Policies and International Initiatives	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/egyptian_youth_national_policies_and_international_initiatives		SAHWA Policy Paper nº.	Bahgat Korany, Mostafa El-Sayyad and Basma Serag, The American University in Cairo	11/2016	www.cidob.org	https://www.cidob.org/en/content/download/65618/2012752/version/4/file/SAHWA%20Policy%20Paper_Egyptian%20Youth.pdf
799	SAHWA Papers. National Youth Policies. The Case of Morocco	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/sahwa_papers_national_youth_policies_the_case_of_morocco		SAHWA Policy Paper nº. 14	Abdelhak Kamal, Research Associate, CESEM-HEM	01/2017	www.cidob.org	https://www.cidob.org/en/content/download/65867/2017770/version/21/file/SAHWA_%20Policy%20Paper_National%20youth%20policies_A.%20Kamal.pdf
800	Shapes of a Union: From ever Closer Union to Flexible Differentiation after Brexit	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_166/shapes_of_a_union_from_ever_closer_union_to_flexible_differentiation_after_brexit		Farewell, “ever closer union” 	Pol Morillas, Research Fellow in European Affairs, CIDOB	01/2017	www.cidob.org	https://www.cidob.org/en/content/download/65697/2015042/version/17/file/NOTES%20166_POL%20MORILLAS_ANG.pdf
801	The World in 2017: Ten Issues that Will Set the International Agenda	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_165/the_world_in_2017_ten_issues_that_will_set_the_international_agenda		1. 	Eduard Soler i Lecha and  Eckart Woertz (coord.), Senior Researchers, CIDOB	01/2017	www.cidob.org	https://www.cidob.org/en/content/download/65714/2015580/version/35/file/NOTES%20165_EDUARD%20SOLER%20I%20LECHA%20%26%20ECKART%20WOERTZ_ANG.pdf
802	MENARA Papers. Material Factors for the MENA Region: Data Sources, Trends and Drivers	https://www.cidob.org/en/publications/publication_series/project_papers/menara_papers/methodology_and_concept_papers/menara_papers_material_factors_for_the_mena_region_data_sources_trends_and_drivers		MENARA Methodology and Concept Papers	Martin Keulertz (coordinator), Mark Mulligan, Eckart Woertz, Emanuela Menichetti and Sven Biscop	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65695/2014930/version/12/file/MENARA%20Concep%20paper%203_16.pdf
803	On the Importance of Ideas, Identities and Values in the MENA Region	https://www.cidob.org/en/publications/publication_series/project_papers/menara_papers/methodology_and_concept_papers/on_the_importance_of_ideas_identities_and_values_in_the_mena_region		MENARA Methodology and Concept Papers	Nizar Messari, Dean of the School of Humanities and Social Sciences, Al Akhawayn University in Ifrane, Morocco	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65694/2014828/version/6/file/MENARA%20Concep%20paper%202_16.pdf
804	What does Radicalisation Look Like?  Four Visualisations of Socialisation into Violent Extremism	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_163/what_does_radicalisation_look_like_four_visualisations_of_socialisation_into_violent_extremism		What is radicalisation?	Diego Muro, Lecturer in International Relations, University of St Andrews and Associate Senior Researcher, CIDOB	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65628/2012942/version/20/file/NOTES%20163_DIEGO%20MURO_ANG.pdf
805	Lo que la tragedia de Alepo no dice	https://www.cidob.org/en/publications/publication_series/opinion/mediterraneo_y_oriente_medio/lo_que_la_tragedia_de_alepo_no_dice		No estamos ante el final de la guerra: estamos en un punto de inflexión en el transcurso del conflicto bélico. 	Jordi Quero, investigador, CIDOB	12/2016	www.cidob.org	https://www.cidob.org/en/content/download/65633/2013090/version/2/file/452_OPINION_JORDI%20QUERO_CAST%20%282%29.pdf
806	Use of free time by young people, and social inclusion and exclusion in Lebanon	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/use_of_free_time_by_young_people_and_social_inclusion_and_exclusion_in_lebanon		SAHWA Scientific Paper, nº. 4	Kenneth Roberts and  Siyka Kovacheva	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/67029/2039142/version/4/file/Scientific%20Paper_use%20for%20free%20time%20for%20young%20people.pdf
807	Youth Policy in Arab Mediterranean Countries in a Comparative Perspective	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_report/youth_policy_in_arab_mediterranean_countries_in_a_comparative_perspective		SAHWA Policy Report nº. 6	Siyka Kovacheva, Boris Popivanov and Stanimir Kabaivanov, Paisii Hilendarski University of Plovdiv, Bulgaria	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/66026/2020496/version/4/file/SAHWA%20Policy%20report.%20Youth%20policies%20in%20AMCs.pdf
808	Modernisation theory meets Tunisia’s youth during and since the revolution of 2011	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/modernisation_theory_meets_tunisia_s_youth_during_and_since_the_revolution_of_2011		SAHWA Scientific Paper nº. 3	Kenneth Roberts, Siyka Kovacheva, Stanimir Kabaivanov	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/67028/2039108/version/4/file/Scientific%20Paper_Modernisation%20theory%20meets%20Tunisia.pdf
809	Women’s school-to-work transition in the Arab mediterranean countries (AMC)	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/women_s_school_to_work_transition_in_the_arab_mediterranean_countries_amc		SAHWA Scientific Paper nº. 2	Centre of Arab Women Training and Research (CAWTAR)	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/67027/2039074/version/4/file/Scientific%20Paper_Women%27s%20School%20to%20Work%20transition.pdf
810	Ghana's Elections – Regional Implications and Lessons from Electoral Peace Structures and Processes	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_167/ghana_s_elections_regional_implications_and_lessons_from_electoral_peace_structures_and_processes		Ghana’s electoral campaign and the reasons for concern	Miriam Juan-Torres, Yale Fox Fellow Researcher and United Nations High Commissioner for Refugees (UNHCR) Consultant 	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/65960/2019468/version/5/file/NOTES%20167_MIRIAM%20JUAN-TORRES_ANG.pdf
811	Illiberal Democracies in the EU: the Visegrad Group and the Risk of Disintegration	https://www.cidob.org/en/publications/publication_series/monographs/monographs/illiberal_democracies_in_the_eu_the_visegrad_group_and_the_risk_of_disintegration		Pol Morillas and Kiera Hepford	Pol Morillas (ed.)	01/2017	www.cidob.org	https://www.cidob.org/en/content/download/65930/2018672/version/21/file/illiberal_democracies_in_the_eu-_the_visegrad_group_and_the_risk_of_disintegration_pol_morillas_%28ed.%29.pdf
812	Youth Policies in Leisure Education: “Peer Socialisation” as Firewall for Youth Exclusion in the AMCs	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_report/youth_policies_in_leisure_education_peer_socialisation_as_firewall_for_youth_exclusion_in_the_amcs		Policy Report nº. 4	Carles Feixa Pàmpols and José Sánchez García, JOVIS - University of Lleida, Spain	01/2017	www.cidob.org	https://www.cidob.org/en/content/download/66029/2020580/version/4/file/SAHWA%20Policy%20report.%20Leisure%20education.pdf
813	SAHWA Papers. Young Women and Men of Arab Mediterranean Background in Italy	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/sahwa_papers_young_women_and_men_of_arab_mediterranean_background_in_italy		SAHWA Scientific Papers nº. 7	Ilenya Camozzi, Daniela Cherubini, Carmen Leccardi, University of Milano-Bicocca and Paola Rivetti, Dublin City University	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66193/2023414/version/11/file/Scientific%20Paper_Young%20women%20and%20men%20of%20Arab%20Mediterranean%20background%20in%20Italy.pdf
814	MENARA Papers. A New Phase in Turkish Foreign Policy: Expediency and AKP Survival	https://www.cidob.org/en/publications/publication_series/project_papers/menara_papers/future_notes/menara_papers_a_new_phase_in_turkish_foreign_policy_expediency_and_akp_survival		MENARA Future Notes, 	Katerina Dalacoura, Associate Professor in the Department of International Relations at the LSE, London	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/66206/2023786/version/3/file/MENARA_Future%20notes%204_17.pdf
815	The Asylum System in Spain: Guaranteed Right to Protection?	https://www.cidob.org/en/publications/publication_series/opinion/migraciones/the_asylum_system_in_spain_guaranteed_right_to_protection		*	Blanca Garcés Mascareñas, Senior Research Fellow, CIDOB	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/66103/2024924/version/15/file/463_OPINION_BLANCA%20GARC%C3%89S_ANG.pdf
816	Education, Gender and Income Inequalities. Comparative Study Between Algeria, Egypt, Lebanon and Tunisia	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/education_gender_and_income_inequalities_comparative_study_between_algeria_egypt_lebanon_and_tunisia		SAHWA Scientific Paper nº. 6	Amina Benhaddad, Nacer-Eddine Hammouda, Razika Medjoub, CREAD	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/66194/2023448/version/4/file/Scientific%20Paper.%20Comparative%20study%20between.pdf
817	Gendering Youth Empowerment in Arab Mediterranean Countries	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_report/gendering_youth_empowerment_in_arab_mediterranean_countries		SAHWA Policy Report nº. 5	Center of Arab Women for Training and Research	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/66027/2020530/version/5/file/SAHWA%20Policy%20report.%20Gendering%20Youth%20Empowerment%20in%20AMCs.pdf
818	Identifying migration scenarios (trends, continuities and brakes) and mobility issues in the Arab Mediterranean Countries	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_report/identifying_migration_scenarios_trends_continuities_and_brakes_and_mobility_issues_in_the_arab_mediterranean_countries		SAHWA Policy Report, nº. 7	Kamel Boucherf, Centre de Recherche en Economie Appliquée pour le Développement (CREAD)	02/2017	www.cidob.org	https://www.cidob.org/en/content/download/67023/2038938/version/2/file/SAHWA_Policy%20report.%20Identifying%20migration%20scenarios.pdf
819	Los Países Bajos como síntoma	https://www.cidob.org/en/publications/publication_series/opinion/europa/los_paises_bajos_como_sintoma		La primera, la radicalización del discurso migratorio	Carme Colomina, investigadora asociada, CIDOB	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66224/2024235/version/2/file/465_OPINION_CARME%20COLOMINA_CAST.pdf
820	Energy and Climate Strategies, Interests and Priorities of the EU and Turkey	https://www.cidob.org/en/publications/publication_series/project_papers/feuture/energy_and_climate_strategies_interests_and_priorities_of_the_eu_and_turkey		FEUTURE Online Paper No. 2 (2017)	Lorenzo Colantoni, Dicle Korkmaz, Nicolò Sartori, Mirja Schröder, S. Duygu Sever and Suhnaz Yilmaz	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/75413/2427834/version/2/file/FEUTURE%20Online%20Paper%20No.%202.%20Energy%20and%20Climate%20Strategies%2C%20interests%20and%20priorities%20of%20the%20EU%20and%20Turkey.pdf
821	The discursive construction of Turkey’s role for European energy security: a critical geopolitical perspective	https://www.cidob.org/en/publications/publication_series/project_papers/feuture/the_discursive_construction_of_turkey_s_role_for_european_energy_security_a_critical_geopolitical_perspective		FEUTURE PhD Online Paper No 1 (2017)	Mirja Schröder	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/75445/2428987/version/2/file/FEUTURE%20Online%20Paper%20Phd%20No.%201.%20The%20discursive%20construction%20of%20Turkey%27s%20role%20for%20European%20energy%20security.%20A%20critical%20geopolitical%20perspective.pdf
822	Les jeunes et l’informel au Maroc	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/les_jeunes_et_l_informel_au_maroc		SAHWA Scientific Paper nº. 8 (2017)	Rajaa Mejjati Alami, 	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/67030/2039176/version/4/file/Scientific%20Paper_Jeunes%20et%20l%27informel%20au%20Maroc.pdf
823	Liquid alliances in the Middle East	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_169/liquid_alliances_in_the_middle_east		Who supports who in Syria?	Eduard Soler i Lecha, Senior Research Fellow and MENARA Project Scientific Coordinator, CIDOB	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66215/2024094/version/34/file/NOTES%20169_EDUARD%20SOLER%20I%20LECHA_ANG.pdf
824	Do they really want to stay in the EU? Policies of flexibility towards Maghrebi youth migrants	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_report/do_they_really_want_to_stay_in_the_eu_policies_of_flexibility_towards_maghrebi_youth_migrants		SAHWA Policy Report nº. 9	Elena Sánchez-Montijano,Senior Research Fellow ; SAHWA Project Coordinator and  Irene Martínez, Researcher, CIDOB	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/67025/2039006/version/3/file/SAHWA_Policy%20report.%20Do%20they%20really%20want%20to%20stay%20in%20the%20EU.pdf
825	El activismo social entre la globalización y el municipalismo	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_168/el_activismo_social_entre_la_globalizacion_y_el_municipalismo		Redes de activismo global	Joan Subirats, Catedrático de Ciencia Política, Universitat Autònoma de Barcelona e investigador sénior asociado, CIDOB.	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66199/2023575/version/5/file/NOTES%20168_JOAN%20%20SUBIRATS_CAST.pdf
826	Acercar los Objetivos de Desarrollo Sostenible a la ciudadanía: El compromiso de Europa con la Agenda 2030	https://www.cidob.org/en/publications/publication_series/monographs/monographs/acercar_los_objetivos_de_desarrollo_sostenible_a_la_ciudadania_el_compromiso_de_europa_con_la_agenda_2030		ISBN:  	José Antonio Alonso, Catedrático de Economía Aplicada, Universidad Complutense de Madrid y Anna Ayuso, investigadora sénior, CIDOB 	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66120/2022420/version/37/file/acercar_los_objetivos_de_desarrollo_sostenible_a_la_ciudadan%C3%ADa_el_compromiso_de_europa_con_la_agenda_2030_jos%C3%A9_antonio_alonso_y_anna_ayuso_%28coords%29.pdf
827	Beware of What you Wish for:  the Unconsidered EU Consensus on Russia  	https://www.cidob.org/en/publications/publication_series/opinion/europa/beware_of_what_you_wish_for_the_unconsidered_eu_consensus_on_russia		all EU Member States agree that a prosperous and stable Russia is in their strategic interest.	Nicolas de Pedro, Research Fellow, CIDOB	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66280/2024968/version/7/file/469_OPINION_NICOLAS%20DE%20PEDRO_ANG.pdf
828	Perspectives from the field: European youth cooperation schemes through the lenses of young people in the Arab Mediterranean countries	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/perspectives_from_the_field_european_youth_cooperation_schemes_through_the_lenses_of_young_people_in_the_arab_mediterranean_countries		SAHWA Policy Paper nº.  16	Özgehan Şenyuva and Asuman Göksel, Middle East Technical University (METU)	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66997/2038564/version/2/file/SAHWA_PolicyPaper_%20Perspectives%20from%20the%20field.pdf
829	L’Impact des conditions socio-économiques sur la perception des problèmes de migration chez les jeunes	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/l_impact_des_conditions_socio_economiques_sur_la_perception_des_problemes_de_migration_chez_les_jeunes		SAHWA Scientific Paper, nº. 11	Kamel Boucherf and  Hassen Souaber	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/67033/2039278/version/4/file/Scientific%20Paper_impact%20des%20conditions%20socio-economiques%20sur%20la%20perception.pdf
830	Jeunes et émigration en Tunisie	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/jeunes_et_emigration_en_tunisie		SAHWA Scientific paper, nº. 10	Centre of Arab Women Training and Research (CAWTAR)	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/67032/2039244/version/4/file/Scientific%20Paper_Jeunes%20et%20emigration%20en%20Tunissie.pdf
831	Nuclear Proliferation in North East Asia	https://www.cidob.org/en/publications/publication_series/project_papers/research_network_to_provide_foreign_policy_expertise/nuclear_proliferation_in_north_east_asia		Policy Department, Directorate-General for External Policies - March 2017	Benjamin Hautecouverture	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/75480/2429920/version/1/file/Nuclear%20Proliferation%20in%20North%20East%20Asia.pdf
832	Challenges to freedom of the seas and maritime rivalry in Asia	https://www.cidob.org/en/publications/publication_series/project_papers/research_network_to_provide_foreign_policy_expertise/challenges_to_freedom_of_the_seas_and_maritime_rivalry_in_asia		Policy Department, Directorate-General for External Policies - March 2017	Vice-Admiral Patrick Hébrard	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/75481/2429957/version/1/file/Challenges%20to%20freedom%20of%20the%20seas%20and%20maritime%20rivalry%20in%20Asia.pdf
833	Lessons Learned: The Netherlands-Turkey Crisis in 5 Points	https://www.cidob.org/en/publications/publication_series/opinion/europa/lessons_learned_the_netherlands_turkey_crisis_in_5_points		1.      	Melike Janine Sökmen, Researcher, CIDOB	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66276/2024662/version/6/file/467_OPINION_MELIKE%20JANINE%20S%C3%96KMEN_ANG.pdf
834	Recommendations for lifting barriers to private investment in young firms	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/policy_paper/recommendations_for_lifting_barriers_to_private_investment_in_young_firms		SAHWA Policy Paper nº. 17	Emmanuel Noutary, ANIMA Investment Network 	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66998/2038598/version/3/file/8_SAHWA_Policy_Paper_Recomendations%20for%20lifting%20barriers.pdf
835	The EU’s Framing of the Mediterranean (1990-2002): Building a Euro-Mediterranean Partnership	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/the_eu_s_framing_of_the_mediterranean_1990_2002_building_a_euro_mediterranean_partnership		Working Papers No. 2, April 2017	Pol Morillas and Eduard Soler i Lecha	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/75298/2424465/version/2/file/WP.%20no.2.%20The%20EU%27s%20framing%20of%20the%20Mediterranean%20%281990-2002%29.%20Building%20a%20Euro-Mediterranean%20partnership.pdf
836	Future of Syria	https://www.cidob.org/en/publications/publication_series/project_papers/euromesco/future_of_syria		EuroMeSCo Joint Policy Study, April, 2017 (7)	M. Akgün, S.Tiryaki (Eds.), F.Gaub, S. Kawakibi, J.Quero, E.Soler, E.Woertz	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/76555/2463027/version/1/file/JPS_EuroMeSCo-Joint-Policy-Study%207_2017.pdf
837	This French Presidential Election is Historic	https://www.cidob.org/en/publications/publication_series/opinion/europa/this_french_presidential_election_is_historic		Keywords	Francis Ghiles, Associate Senior Researcher, CIDOB	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66425/2027241/version/6/file/472_OPINION_FRANCIS%20GHILES_ANG.pdf
838	Tunisia’s Future Lasts a Long Time	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_171/tunisia_s_future_lasts_a_long_time		The authority of the state has virtually collapsed	Francis Ghilès, Associate Senior Researcher, CIDOB	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66439/2027482/version/6/file/NOTES%20171_FRANCIS%20GHILES_ANG.pdf
839	The EU-Turkey Agreement One Year on: Much More than Externalisation	https://www.cidob.org/en/publications/publication_series/opinion/europa/the_eu_turkey_agreement_one_year_on_much_more_than_externalisation		*	Blanca Garcés-Mascareñas and Elena Sánchez-Montijano, Senior Research Fellows, CIDOB	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66421/2027730/version/24/file/473_OPINION_BLANCA%20GARC%C3%89S%20%26%20ELENA%20SANCHEZ_ANG.pdf
840	Youth political engagement during the Arab Spring: Egypt and Tunisia compared	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/youth_political_engagement_during_the_arab_spring_egypt_and_tunisia_compared		SAHWA Scientific Paper nº. 9	Bahgat Korany and Mostafa El Sayyad	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/67031/2039210/version/4/file/Scientific%20Paper_Youth%20political%20engagement%20during%20the%20Arab%20spring.pdf
841	Educated young women’s employment decisions in Egypt: A qualitative account	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/educated_young_women_s_employment_decisions_in_egypt_a_qualitative_account		SAHWA Scientific Paper nº. 13	Ghada Barsoum	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/67035/2039346/version/4/file/Scientific%20Paper_Educated%20young%20women%27s%20employment.pdf
842	Transformations of cultural norms and values among youth in Arab Mediterranean countries through a gender perspective	https://www.cidob.org/en/publications/publication_series/project_papers/sahwa_papers/scientific_paper/transformations_of_cultural_norms_and_values_among_youth_in_arab_mediterranean_countries_through_a_gender_perspective		SAHWA Scientific Paper nº. 12	Ilenya Camozzi, Daniela Cherubini, Carmen Leccardi and Paola Rivetti 	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/67034/2039312/version/4/file/Scientific%20Paper_Transformations%20of%20Cultural%20norms%20and%20values.pdf
843	Something is moving in the EU (at various speeds) 	https://www.cidob.org/en/publications/publication_series/opinion/europa/something_is_moving_in_the_eu_at_various_speeds		European Union	Pol Morillas, Research Fellow in European Affairs, CIDOB	03/2017	www.cidob.org	https://www.cidob.org/en/content/download/66298/2026283/version/9/file/470_OPINION_POL%20MORILLAS_ANG.pdf
844	East Mediterranean Gas: Regional Cooperation or Source of Tensions? 	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_173/east_mediterranean_gas_regional_cooperation_or_source_of_tensions		A promising hydrocarbons province is re-emerging	Sohbet Karbuz, Director of Hydrocarbons, Mediterranean Association for Energy (OME) and  Luca Baccarini, Associate Fellow, Institut de relations internationales et stratégiques (IRIS)	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/66717/2033820/version/4/file/NOTES%20173_SOHBET%20KARBUZ%20Y%20LUCA%20BACCARINI_ANG.pdf
845	(Re)Interpreting Islam in Europe	https://www.cidob.org/en/publications/publication_series/revista_cidob_d_afers_internacionals/re_interpreting_islam_in_europe		DOI:	Jordi Moreras (coord.)	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/66609/2030903/version/21/file/%28Re%29interpretando%20el%20islam%20en%20Europa_jordi_moreras_palenzuela%20%28coord.%29.pdf
